iso3,analysis_type,hazard,aad,population,aad_over_pop
BRB,Prospective,Storm,969.13,285006,0.00340038455330765
BRB,Prospective,Tsunami,1.01,285006,0.0000035437850431219
BRB,Prospective,Wind,366.64,285006,0.00128642905763387
CHL,Prospective,Earthquake,33174.7,18131850,0.00182963679933377
CHL,Prospective,Flood,10286.9,18131850,0.00056733868855081
CHL,Prospective,Tsunami,486.89,18131850,0.0000268527480648693
CHL,Retrospective,Hydrometeorological,2403.35,18131850,0.00013254852648792
CHL,Retrospective,Landslides,5.70455,18131850,0.000000314614890372466
CHL,Retrospective,Tectonic,38021,18131850,0.00209691785449361
CHL,Retrospective,Volcanic,0.318182,18131850,0.0000000175482369421763
CHL,Retrospective,Total,40430.4,18131850,0.00222980004798187
CHL,Hybrid,Total,35509,18131850,0.00195837710989226
COL,Prospective,Earthquake,78641.3,48654392,0.00161632479139807
COL,Prospective,Flood,37821.7,48654392,0.000777354282836378
COL,Prospective,Storm,2.16,48654392,0.0000000443947588534248
COL,Prospective,Tsunami,1196.06,48654392,0.00002458277558992
COL,Prospective,Wind,3.54,48654392,0.0000000727580770097795
COL,Retrospective,Hydrometeorological,10714.5,48654392,0.000220216501729176
COL,Retrospective,Landslides,1139.05,48654392,0.000023411041699997
COL,Retrospective,Tectonic,4388.77,48654392,0.0000902029563949746
COL,Retrospective,Volcanic,348.795,48654392,0.00000716882866401866
COL,Retrospective,Total,16591.1,48654392,0.00034099902019123
COL,Hybrid,Total,104310,48654392,0.00214389689629664
CRI,Prospective,Earthquake,3561.78,4857218,0.000733296302533673
CRI,Prospective,Flood,2231.96,4857218,0.000459514067517661
CRI,Prospective,Storm,0.54,4857218,0.000000111174750649446
CRI,Prospective,Tsunami,29.06,4857218,0.00000598284861828314
CRI,Prospective,Wind,3.84,4857218,0.000000790576004618281
CRI,Retrospective,Hydrometeorological,214.678,4857218,0.0000441977279998551
CRI,Retrospective,Landslides,10.0222,4857218,0.00000206336219622014
CRI,Retrospective,Tectonic,482.033,4857218,0.0000992405529255636
CRI,Retrospective,Total,706.733,4857218,0.000145501601945805
CRI,Hybrid,Total,3821,4857218,0.000786664300428764
CUB,Prospective,Earthquake,85.76,11392889,0.00000752750246228152
CUB,Prospective,Flood,617.12,11392889,0.0000541671212630967
CUB,Prospective,Storm,15274.2,11392889,0.00134067838280527
CUB,Prospective,Tsunami,2.95,11392889,0.000000258933445239394
CUB,Prospective,Wind,4813.92,11392889,0.00042253725108706
CYM,Prospective,Earthquake,11.15,60764,0.000183496807320124
CYM,Prospective,Storm,498.09,60764,0.00819712329668883
CYM,Prospective,Tsunami,0.06,60764,0.0000009874267658482
CYM,Prospective,Wind,1384.92,60764,0.0227917846093081
DMA,Prospective,Earthquake,238.65,73016,0.00326846170702312
DMA,Prospective,Storm,1150.52,73016,0.0157570943354881
DMA,Prospective,Tsunami,0.01,73016,0.000000136956283554289
DMA,Prospective,Wind,612.13,73016,0.00838350498520872
DMA,Retrospective,Hydrometeorological,11.3333,73016,0.000155216664840583
DMA,Retrospective,Landslides,0.833333,73016,0.0000114130190643147
DMA,Retrospective,Total,12.1667,73016,0.000166630601511997
DMA,Hybrid,Total,1182,73016,0.016188232716117
DOM,Prospective,Earthquake,9623.86,10648613,0.000903766528091499
DOM,Prospective,Flood,6460.38,10648613,0.000606687462489246
DOM,Prospective,Storm,2892.35,10648613,0.000271617533663774
DOM,Prospective,Tsunami,19.12,10648613,0.00000179553900587804
DOM,Prospective,Wind,15636.9,10648613,0.00146844476365138
DOM,Retrospective,Hydrometeorological,206.133,10648613,0.0000193577323168754
DOM,Retrospective,Landslides,2.95,10648613,0.000000277031384275116
DOM,Retrospective,Total,209.083,10648613,0.0000196347637011506
DOM,Hybrid,Total,19272,10648613,0.001809813165339
ECU,Prospective,Earthquake,31184.1,16385450,0.00190315798467543
ECU,Prospective,Flood,19525.4,16385450,0.00119163037939147
ECU,Prospective,Tsunami,196.48,16385450,0.0000119911262736147
ECU,Retrospective,Hydrometeorological,675.111,16385450,0.000041201858966339
ECU,Retrospective,Landslides,182.456,16385450,0.0000111352449886942
ECU,Retrospective,Tectonic,194.178,16385450,0.0000118506357774733
ECU,Retrospective,Volcanic,3.03333,16385450,0.000000185123386907287
ECU,Retrospective,Total,1054.78,16385450,0.0000643729650391048
ECU,Hybrid,Total,32038,16385450,0.00195527129251867
GRD,Prospective,Earthquake,88.8,107327,0.000827378012988344
GRD,Prospective,Storm,323.74,107327,0.00301638916582034
GRD,Prospective,Tsunami,0.15,107327,0.00000139759799491274
GRD,Prospective,Wind,135.27,107327,0.00126035387181231
GRD,Retrospective,Hydrometeorological,129.769,107327,0.00120909929467888
GRD,Retrospective,Total,129.769,107327,0.00120909929467888
GRD,Hybrid,Total,565,107327,0.005264285780838
GTM,Prospective,Earthquake,25251.3,16672956,0.00151450648583251
GTM,Prospective,Flood,10543.4,16672956,0.000632365370603749
GTM,Prospective,Storm,42.61,16672956,0.00000255563560534797
GTM,Prospective,Tsunami,6.98,16672956,0.000000418642021246862
GTM,Prospective,Wind,1.98,16672956,0.000000118755186542806
GTM,Retrospective,Hydrometeorological,5905.62,16672956,0.000354203537752994
GTM,Retrospective,Landslides,364.4,16672956,0.0000218557525132316
GTM,Retrospective,Tectonic,2234.74,16672956,0.000134033820997308
GTM,Retrospective,Volcanic,59.96,16672956,0.00000359624292177104
GTM,Retrospective,Total,8564.72,16672956,0.000513689354185305
GTM,Hybrid,Total,26655,16672956,0.00159869671580732
GUY,Prospective,Earthquake,0.38,770610,0.000000493115843292976
GUY,Prospective,Flood,2663.46,770610,0.00345630085257134
GUY,Prospective,Tsunami,0.29,770610,0.00000037632524882885
GUY,Retrospective,Hydrometeorological,16.05,770610,0.0000208276560127691
GUY,Retrospective,Tectonic,1.4,770610,0.00000181674258055307
GUY,Retrospective,Total,17.45,770610,0.0000226443985933222
GUY,Hybrid,Total,2737,770610,0.00355173174498125
HND,Prospective,Earthquake,27439.6,8189501,0.00335058265454757
HND,Prospective,Flood,14304,8189501,0.00174662656491525
HND,Prospective,Storm,327.88,8189501,0.000040036627384257
HND,Prospective,Tsunami,1.73,8189501,0.000000211246082026243
HND,Prospective,Wind,543.42,8189501,0.0000663556912686133
HND,Retrospective,Hydrometeorological,5667.82,8189501,0.000692083681289006
HND,Retrospective,Landslides,99.1923,8189501,0.0000121121299087698
HND,Retrospective,Tectonic,129.833,8189501,0.000015853591079603
HND,Retrospective,Total,5896.85,8189501,0.00072004997618292
HND,Hybrid,Total,27831,8189501,0.00339837555426149
HTI,Prospective,Earthquake,22336.8,10848175,0.00205903758005379
HTI,Prospective,Flood,10210.7,10848175,0.000941236659622471
HTI,Prospective,Storm,3894.39,10848175,0.000358990337084348
HTI,Prospective,Tsunami,52.46,10848175,0.00000483583644253526
HTI,Prospective,Wind,6588.24,10848175,0.000607313211669244
JAM,Prospective,Earthquake,997.76,2803362,0.000355915504312322
JAM,Prospective,Flood,478.78,2803362,0.000170787789803814
JAM,Prospective,Storm,4203.43,2803362,0.00149942461943909
JAM,Prospective,Tsunami,4.04,2803362,0.00000144112676136724
JAM,Prospective,Wind,7403.21,2803362,0.00264083268589643
JAM,Retrospective,Hydrometeorological,807.912,2803362,0.000288193961393498
JAM,Retrospective,Landslides,0.558824,2803362,0.00000019934064883522
JAM,Retrospective,Tectonic,0.191176,2803362,0.0000000681952598344417
JAM,Retrospective,Total,808.662,2803362,0.000288461497302168
JAM,Hybrid,Total,11715,2803362,0.00417891089342011
KNA,Prospective,Earthquake,184.54,56183,0.00328462346261325
KNA,Prospective,Storm,282.73,56183,0.00503230514568464
KNA,Prospective,Wind,316.25,56183,0.00562892689959596
LCA,Prospective,Earthquake,82.22,186383,0.00044113465283851
LCA,Prospective,Storm,809.97,186383,0.00434572895596701
LCA,Prospective,Tsunami,0.31,186383,0.00000166324181926463
LCA,Prospective,Wind,408.62,186383,0.00219236732963843
LCA,Retrospective,Hydrometeorological,112.714,186383,0.000604743994892238
LCA,Retrospective,Total,112.714,186383,0.000604743994892238
LCA,Hybrid,Total,889,186383,0.00476974831395567
MEX,Prospective,Earthquake,18922.5,128632004,0.00014710569229723
MEX,Prospective,Flood,52076.1,128632004,0.000404845593480764
MEX,Prospective,Storm,4588.01,128632004,0.0000356677176544649
MEX,Prospective,Tsunami,92.42,128632004,0.00000071848371420848
MEX,Prospective,Wind,7660.82,128632004,0.0000595560961640619
MEX,Retrospective,Hydrometeorological,31179,128632004,0.000242389133578297
MEX,Retrospective,Landslides,777.791,128632004,0.00000604663672968976
MEX,Retrospective,Tectonic,8944.62,128632004,0.0000695365050831362
MEX,Retrospective,Volcanic,931.058,128632004,0.00000723815202319323
MEX,Retrospective,Total,41832.5,128632004,0.000325210668411883
MEX,Hybrid,Total,83569,128632004,0.000649675021777628
NIC,Prospective,Earthquake,4108.97,6150035,0.000668121400935117
NIC,Prospective,Flood,7716.64,6150035,0.00125473107063618
NIC,Prospective,Storm,387.39,6150035,0.0000629898854234163
NIC,Prospective,Tsunami,2.83,6150035,0.000000460159982829366
NIC,Prospective,Wind,181.25,6150035,0.0000294713769921635
NIC,Retrospective,Hydrometeorological,2505.19,6150035,0.000407345649252403
NIC,Retrospective,Landslides,777.262,6150035,0.000126383345785837
NIC,Retrospective,Tectonic,253.976,6150035,0.0000412966755473749
NIC,Retrospective,Total,3536.43,6150035,0.000575025995787016
NIC,Hybrid,Total,9677,6150035,0.0015734869801554
PAN,Prospective,Earthquake,1789.72,3990406,0.000448505741019836
PAN,Prospective,Flood,1002.42,3990406,0.000251207521239693
PAN,Prospective,Storm,0.04,3990406,0.0000000100240426663352
PAN,Prospective,Tsunami,37.36,3990406,0.00000936245585035708
PAN,Retrospective,Hydrometeorological,1431.59,3990406,0.00035875798101747
PAN,Retrospective,Landslides,5.84483,3990406,0.0000014647206324369
PAN,Retrospective,Tectonic,91.7931,3990406,0.0000230034487718794
PAN,Retrospective,Total,1529.22,3990406,0.000383224163155328
PAN,Hybrid,Total,2400,3990406,0.000601442559980112
PER,Prospective,Earthquake,32713.9,31774225,0.00102957349864552
PER,Prospective,Flood,13378.5,31774225,0.000421048821804466
PER,Prospective,Tsunami,359.09,31774225,0.0000113012984581056
PER,Retrospective,Hydrometeorological,6175.49,31774225,0.00019435533046046
PER,Retrospective,Landslides,132.163,31774225,0.00000415944055283803
PER,Retrospective,Tectonic,14738.1,31774225,0.000463838221073842
PER,Retrospective,Total,21045.7,31774225,0.000662351324068486
PER,Hybrid,Total,34820,31774225,0.00109585678328897
PRI,Prospective,Earthquake,2524.25,3680772,0.000685793632422763
PRI,Prospective,Flood,144.74,3680772,0.0000393232724004638
PRI,Prospective,Storm,6108.19,3680772,0.00165948610780565
PRI,Prospective,Tsunami,76.87,3680772,0.0000208842058133457
PRI,Prospective,Wind,42354.1,3680772,0.0115068523668404
PRY,Prospective,Earthquake,1.44,6725430,0.000000214112703574344
PRY,Prospective,Flood,9570.34,6725430,0.00142300789689284
PRY,Retrospective,Hydrometeorological,2073,6725430,0.000308233079520566
PRY,Retrospective,Total,2073,6725430,0.000308233079520566
PRY,Hybrid,Total,10147,6725430,0.00150875111331171
SLV,Prospective,Earthquake,8719.82,6146419,0.00141868297621753
SLV,Prospective,Flood,1835.2,6146419,0.000298580360369184
SLV,Prospective,Storm,1.95,6146419,0.000000317257902528285
SLV,Prospective,Tsunami,12.22,6146419,0.00000198814952251059
SLV,Retrospective,Hydrometeorological,1465.93,6146419,0.000238501475411943
SLV,Retrospective,Landslides,21.9333,6146419,0.00000356846807873007
SLV,Retrospective,Tectonic,13980.9,6146419,0.00227464154331164
SLV,Retrospective,Volcanic,16.0556,6146419,0.00000261218768196571
SLV,Retrospective,Total,15484.8,6146419,0.00251932059952307
SLV,Hybrid,Total,8847,6146419,0.00143937469931679
SUR,Prospective,Earthquake,0.03,547610,0.0000000547835138145761
SUR,Prospective,Flood,2418.45,547610,0.00441637296616205
TCA,Prospective,Earthquake,0.66,34904,0.000018909007563603
TCA,Prospective,Tsunami,0.51,34904,0.0000146115058446023
TCA,Prospective,Wind,537.4,34904,0.0153965161586065
TTO,Prospective,Earthquake,6413.3,1364973,0.00469848121537935
TTO,Prospective,Flood,10.97,1364973,0.00000803678900608291
TTO,Prospective,Storm,214.56,1364973,0.000157189922438026
TTO,Prospective,Tsunami,0.3,1364973,0.000000219784567167263
TTO,Prospective,Wind,28.01,1364973,0.0000205205524211834
TTO,Retrospective,Hydrometeorological,3.94792,1364973,0.00000289230629470327
TTO,Retrospective,Landslides,0.458333,1364973,0.000000335781733411577
TTO,Retrospective,Tectonic,0.15625,1364973,0.000000114471128732949
TTO,Retrospective,Volcanic,0.708333,1364973,0.000000518935539384296
TTO,Retrospective,Total,5.27083,1364973,0.00000386149030054074
URY,Prospective,Earthquake,0.01,3444071,0.00000000290354060645091
URY,Prospective,Flood,1503.05,3444071,0.000436416670852604
URY,Prospective,Tsunami,0.01,3444071,0.00000000290354060645091
URY,Retrospective,Hydrometeorological,275.774,3444071,0.0000800721007203394
URY,Retrospective,Total,275.774,3444071,0.0000800721007203394
URY,Hybrid,Total,1594,3444071,0.000462824372668275
VCT,Prospective,Earthquake,48.12,109644,0.000438874904235526
VCT,Prospective,Storm,727.46,109644,0.00663474517529459
VCT,Prospective,Tsunami,0.36,109644,0.00000328335339827077
VCT,Prospective,Wind,124.07,109644,0.00113157126700959
VCT,Retrospective,Hydrometeorological,106.926,109644,0.000975210681843056
VCT,Retrospective,Landslides,1.97059,109644,0.0000179726204808289
VCT,Retrospective,Total,108.897,109644,0.000993187041698588
VCT,Hybrid,Total,789,109644,0.00719601619787676
VEN,Prospective,Earthquake,26299.2,31518855,0.000834395792613659
VEN,Prospective,Flood,7987.64,31518855,0.000253424180542091
VEN,Prospective,Storm,295.7,31518855,0.00000938168597812325
VEN,Prospective,Tsunami,98.48,31518855,0.00000312447898250111
VEN,Prospective,Wind,25.19,31518855,0.000000799204158907422
VEN,Retrospective,Hydrometeorological,4031.66,31518855,0.000127912641496653
VEN,Retrospective,Landslides,629.333,31518855,0.0000199668737966528
VEN,Retrospective,Tectonic,29.6,31518855,0.000000939120409037701
VEN,Retrospective,Total,4690.59,31518855,0.000148818540521221
VEN,Hybrid,Total,27483,31518855,0.000871954263566998
VIR,Prospective,Earthquake,127.38,106415,0.00119701169947846
VIR,Prospective,Storm,1735.8,106415,0.0163116102053282
VIR,Prospective,Tsunami,0.01,106415,0.0000000939717145139313
VIR,Prospective,Wind,1324.34,106415,0.012445050039938
CAN,Prospective,Earthquake,1127.97,36286378,0.0000310852188113126
CAN,Prospective,Flood,12425.3,36286378,0.000342423264179191
CAN,Prospective,Tsunami,13.69,36286378,0.000000377276563673564
CAN,Prospective,Wind,384.33,36286378,0.0000105915779194055
USA,Prospective,Earthquake,44226.9,324118787,0.000136452750577522
USA,Prospective,Flood,40390.4,324118787,0.000124616040846778
USA,Prospective,Storm,48982,324118787,0.00015112360642026
USA,Prospective,Tsunami,708.51,324118787,0.00000218595782909677
USA,Prospective,Wind,72120.1,324118787,0.00022251132267751
ARE,Prospective,Earthquake,3919.06,9266971,0.000422906254913283
ARE,Prospective,Flood,7473.53,9266971,0.00080646955731274
ARE,Prospective,Tsunami,1.63,9266971,0.00000017589350392917
BHR,Prospective,Earthquake,135.61,1396829,0.000097084181385123
IRQ,Prospective,Earthquake,30894.1,37547686,0.000822796376852624
IRQ,Prospective,Flood,45125,37547686,0.00120180508593792
JOR,Prospective,Earthquake,1960.56,7747800,0.000253047316657632
JOR,Prospective,Flood,108.12,7747800,0.0000139549291411756
JOR,Retrospective,Hydrometeorological,2.79167,7747800,0.000000360317767624358
JOR,Retrospective,Total,2.79167,7747800,0.000000360317767624358
KWT,Prospective,Earthquake,706.46,4007146,0.000176300039978578
KWT,Prospective,Flood,3.69,4007146,0.00000092085489273413
LBN,Prospective,Earthquake,2333.2,5988153,0.0003896360029545
LBN,Prospective,Flood,62.86,5988153,0.0000104973937706668
LBN,Prospective,Tsunami,92.31,5988153,0.0000154154377819004
LBN,Retrospective,Hydrometeorological,19.3043,5988153,0.00000322374862499338
LBN,Retrospective,Landslides,9.1087,5988153,0.00000152112011834033
LBN,Retrospective,Tectonic,1.47826,5988153,0.000000246864099831785
LBN,Retrospective,Total,29.8913,5988153,0.00000499173952302154
LBN,Hybrid,Total,2351,5988153,0.000392608538893378
OMN,Prospective,Earthquake,487.58,4654471,0.000104755191298861
OMN,Prospective,Flood,188.49,4654471,0.00004049654622405
OMN,Prospective,Storm,144.03,4654471,0.0000309444403026681
OMN,Prospective,Tsunami,8.2,4654471,0.00000176174693106907
PSE,Prospective,Earthquake,1343.97,4797239,0.000280154897431627
PSE,Prospective,Flood,18.1,4797239,0.0000037730035964437
PSE,Prospective,Tsunami,6.89,4797239,0.00000143624280549708
PSE,Retrospective,Hydrometeorological,10.4394,4797239,0.00000217612672622732
PSE,Retrospective,Total,10.4394,4797239,0.00000217612672622732
QAT,Prospective,Earthquake,312.12,2291368,0.000136215570785662
QAT,Prospective,Flood,0.08,2291368,0.0000000349136411087176
SAU,Prospective,Earthquake,1435.28,32157974,0.0000446321649491974
SAU,Prospective,Flood,1326.8,32157974,0.0000412588181083796
SYR,Prospective,Earthquake,12251.1,18563595,0.000659952988631782
SYR,Prospective,Flood,8007.96,18563595,0.000431379805474101
SYR,Prospective,Tsunami,17.74,18563595,0.000000955633862945189
SYR,Retrospective,Hydrometeorological,132.263,18563595,0.00000712485916655691
SYR,Retrospective,Landslides,2.13158,18563595,0.000000114825819029127
SYR,Retrospective,Total,134.395,18563595,0.00000723970761051402
SYR,Hybrid,Total,10523,18563595,0.000566862183752662
YEM,Prospective,Earthquake,11869.7,27477600,0.000431977319707689
YEM,Prospective,Flood,9625.59,27477600,0.000350306795353306
YEM,Prospective,Tsunami,0.07,27477600,0.0000000025475296241302
YEM,Retrospective,Hydrometeorological,823.433,27477600,0.0000299674280140915
YEM,Retrospective,Landslides,3436.57,27477600,0.000125068055434245
YEM,Retrospective,Total,4260,27477600,0.000155035374268495
YEM,Hybrid,Total,16938,27477600,0.000616429382478819
OCEANIA,Retrospective,Hydrometeorological,11416.7,38965737,0.000292993303321839
OCEANIA,Retrospective,Landslides,87.75,38965737,0.0000022519784496826
OCEANIA,Retrospective,Tectonic,837.792,38965737,0.0000215007353768261
OCEANIA,Retrospective,Total,12342.3,38965737,0.000316747505635528
